"","Length","Symbol"
"170745",3498,"Xpnpep2"
"74131",2584,"Sash3"
"208884",2995,"Zdhhc9"
"72554",2431,"Utp14a"
"100500713",1684,"9530027J09Rik"
"320376",6125,"Bcorl1"
"56501",5847,"Elf4"
"26926",2100,"Aifm1"
"19337",973,"Rab33a"
"208968",4474,"Zfp280c"
"20523",1767,"Slc25a14"
"236781",2269,"Gpr119"
"209003",1743,"Rbmx2"
"209005",2122,"Fsip2l"
"209224",3106,"Enox2"
"75404",3039,"Arhgap36"
"100041697",562,"Gm14719"
"236784",960,"Or11q2"
"236785",960,"Or5o1"
"209268",5583,"Igsf1"
"257978",933,"Or11n2"
"258385",930,"Or5bh3"
"258289",999,"Or1aa2"
"100504564",919,NA
"103012",6565,"Firre"
"70415",2009,"Stk26"
"385354",4647,"Frmd7"
"72065",3545,"Rap2c"
"171170",8671,"Mbnl3"
"50786",4286,"Hs6st2"
"83563",4133,"Usp26"
"74279",1454,"Magea14"
"14735",2325,"Gpc4"
"14734",2269,"Gpc3"
"100861693",581,NA
"751531",109,"Mir717"
"100504594",1972,"A630012P03Rik"
"723852",75,"Mir363"
"723942",91,"Mir92-2"
"387195",84,"Mir19b-2"
"723923",80,"Mir20b"
"100124431",83,"Mir18b"
"723829",65,"Mir106a"
"751866",2031,"Kis2"
"100041925",463,"Gm14586"
"434778",1536,"Ccdc160"
"70998",4350,"Phf6"
"15452",1349,"Hprt1"
"100861729",618,NA
"751532",82,"Mir450b"
"723869",91,"Mir450-1"
"723938",69,"Mir450-2"
"723901",85,"Mir542"
"72575",2993,"Mir503hg"
"723910",99,"Mir351"
"723879",71,"Mir503"
"723907",95,"Mir322"
"56096",1070,"Plac1"
"78755",4334,"Pabir2"
"73866",736,"Pabir3"
"70380",1753,"Mospd1"
"69501",478,"Etd"
"71159",762,"4933416I08Rik"
"72865",953,"Rtl8c"
"66158",1276,"Rtl8a"
"553127",1232,"Rtl8b"
"100504039",1219,"Gm53064"
"75013",1203,"Ct55"
"75514",1224,"1700013H16Rik"
"333473",2613,"Zfp36l3"
"22441",1032,"Xlr"
"100040260",810,"Atf1-ps"
"100040317",690,"Gm14598"
"625508",707,"Gm14596"
"666096",615,"Gm14594"
"100040867",700,"Gm16405"
"100040894",700,"Gm16430"
"666122",723,"Gm14595"
"666135",662,"Gm14590"
"666151",533,"Gm7950"
"666161",696,"Gm7958"
"75140",743,"Slxl1"
"626274",468,"Gm6660"
"625210",650,"Gm14625"
"100039055",650,"Gm16404"
"626315",468,"Gm6664"
"666107",621,"Gm14623"
"70691",1020,"3830403N18Rik"
"331416",951,"Gm773"
"72030",547,"1600025M17Rik"
"78619",3738,"Zfp449"
"320237",3064,"Smim10l2a"
"236790",3808,"Ints6l"
"100504519",931,NA
"270599",1040,"Ct45a"
"236792",4084,"Mmgt1"
"100628628",63,"Mir5116"
"236794",4916,"Slc9a6"
"14199",2875,"Fhl1"
"320923",2795,"Map7d3"
"236798",9253,"Adgrg4"
"12209",2772,"Brs3"
"72459",2975,"Htatsf1"
"170828",1187,"Vgll1"
"100502842",758,"Gm14718"
"21947",1250,"Cd40lg"
"73341",4569,"Arhgef6"
"19655",3743,"Rbmx"
"353374",62,"Snord61"
"245423",2156,"Tm9sf5"
"245424",5410,"Gpr101"
"22773",4035,"Zic3"
"75352",1572,"Magea13"
"100862172",698,NA
"14168",2494,"Fgf13"
"100124476",79,"Mir504"
"14071",2733,"F9"
"434782",1119,"Gm5637"
"109904",3614,"Mcf2"
"320940",6047,"Atp11c"
"751545",90,"Mir505"
"631784",1419,"Gm7073"
"279618",1204,"Gm715"
"20675",2065,"Sox3"
"331424",869,"Cdr1os"
"631990",2313,"Cdr1"
"320247",2873,"C030023E24Rik"
"245440",1600,"Gm4988"
"434784",1335,"Ldoc1"
"74437",2025,"Magec2"
"70936",647,"4931400O07Rik"
"75545",778,"Tslrn1"
"671878",1615,"Sms-ps"
"627470",604,"Gm6760"
"70696",1649,"Magea9"
"245446",3935,"Slitrk4"
"70062",857,"Ctag2"
"74862",703,"4930447F04Rik"
"245450",7937,"Slitrk2"
"100861774",430,NA
"100049546",62,"Mir743"
"100124496",77,"Mir743b"
"100049548",65,"Mir742"
"100124462",76,"Mir883a"
"100124493",78,"Mir883b"
"723939",67,"Mir471"
"100049545",71,"Mir741"
"723887",75,"Mir463"
"100124480",78,"Mir880"
"100124479",78,"Mir878"
"100124460",78,"Mir881"
"100124478",77,"Mir871"
"723873",75,"Mir470"
"100124441",81,"Mir465c-1"
"100124473",79,"Mir465b-1"
"100124464",81,"Mir465c-2"
"100124440",79,"Mir465b-2"
"723888",74,"Mir465"
"382217",782,"Gm1140"
"666842",690,"Gm14692"
"66780",1426,"4933436I01Rik"
"387197",66,"Mir201"
"723918",78,"Mir547"
"100124449",75,"Mir509"
"236844",366,"Gm4910"
"100038638",2743,"Fmr1os"
"14265",4395,"Fmr1"
"207854",931,"Fmr1nb"
"100040244",1091,"Styx-ps"
"627927",527,"Gm6812"
"14266",4486,"Aff2"
"74305",1132,"1700111N16Rik"
"75509",546,"1700020N15Rik"
"15931",4973,"Ids"
"68618",1057,"Eola1"
"619303",840,"4930567H17Rik"
"628012",924,"Gm16441"
"236848",1989,"Tmem185a"
"628053",828,"Gm14725"
"333639",3457,"Mamld1"
"667013",1048,"Gm14730"
"17772",3871,"Mtm1"
"53332",4634,"Mtmr1"
"171486",3600,"Cd99l2"
"15354",1656,"Hmgb3"
"14765",1801,"Gpr50"
"67048",4174,"Vma21"
"382221",2148,"Pasd1"
"208748",5898,"Prrg3"
"77905",938,"Fate1"
"12789",3038,"Cnga2"
"17140",948,"Magea4"
"14404",2791,"Gabre"
"723894",82,"Mir224"
"723919",85,"Mir452"
"236852",1821,"Magea10"
"14396",3727,"Gabra3"
"100316827",107,"Mir767"
"100124463",80,"Mir105"
"57249",2000,"Gabrq"
"26370",1186,"Cetn2"
"18194",2218,"Nsdhl"
"22673",3557,"Zfp185"
"100316779",66,"Mir2137"
"385377",2287,"Pnma5"
"245468",3405,"Pnma3"
"434794",1191,"Xlr4a"
"22445",1647,"Xlr3a"
"574438",1650,"Xlr5a"
"574404",2773,"Pwwp4a"
"574405",2862,"Pwwp4b"
"627081",1134,"Xlr5b"
"100504429",1015,"Spin2d"
"574437",1617,"Xlr3b"
"27083",1288,"Xlr4b"
"14070",2490,"F8a"
"72891",1223,"Xlr4c"
"22446",1584,"Xlr3c"
"27084",540,"Xlr5c"
"434795",2425,"Pwwp4-ps"
"27081",6377,"Zfp275"
"22754",5749,"Zfp92"
"24102",1016,"Trex2"
"73738",1365,"Haus7"
"100504490",419,NA
"12111",2389,"Bgn"
"100861843",472,NA
"320707",4483,"Atp2b3"
"75590",2700,"Dusp9"
"93843",1676,"Pnck"
"102857",3981,"Slc6a8"
"27061",1214,"Bcap31"
"11666",3401,"Abcd1"
"140571",6022,"Plxnb3"
"56504",1964,"Srpk3"
"15929",1331,"Idh3g"
"20832",804,"Ssr4"
"245469",3972,"Pdzd4"
"16728",5288,"L1cam"
"12000",1811,"Avpr2"
"171207",3321,"Arhgap4"
"56292",1056,"Naa10"
"19703",1418,"Renbp"
"15161",8093,"Hcfc1"
"16179",3955,"Irak1"
"100628601",71,"Mir5132"
"751533",88,"Mir718"
"17257",10276,"Mecp2"
"14539",1221,"Opn1mw"
"385380",1420,"Tex28"
"83553",2471,"Tktl1"
"192176",8347,"Flna"
"13726",1303,"Emd"
"110954",795,"Rpl10"
"104368",129,"Snora70"
"69537",1724,"Dnase1l1"
"66826",1854,"Tafazzin"
"54411",2189,"Atp6ap1"
"14567",2657,"Gdi1"
"108160",1383,"Fam50a"
"18846",6943,"Plxna3"
"66192",760,"Lage3"
"27643",2317,"Ubl4a"
"214601",2023,"Slc10a3"
"66294",1765,"Fam3a"
"16151",7237,"Ikbkg"
"14381",2616,"G6pdx"
"628456",627,"Ctag2l1"
"258393",948,"Or13ae2"
"434797",2861,"Pwwp4c"
"667379",711,"Spin2-ps2"
"667387",651,"Xlr4d-ps"
"628518",776,"Ctag2l2"
"100041594",711,"Spin2-ps3"
"546325",2857,"Pwwp4d"
"628573",600,"Gm6897"
"100041642",711,"Spin2-ps4"
"669291",631,"Gm15363"
"100503280",1688,"Gm38425"
"210710",2129,"Gab3"
"245474",2803,"Dkc1"
"17524",2458,"Mpp1"
"434800",703,"Smim9"
"14069",7509,"F8"
"67391",3261,"Fundc2"
"17763",2035,"Mtcp1"
"210766",4456,"Brcc3"
"22327",1601,"Vbp1"
"67790",3362,"Rab39b"
"74396",3376,"4933407K13Rik"
"102866",3421,"Pls3"
"667537",438,"Gm8692"
"238829",1010,"Cldn34b3"
"619294",1103,"Cldn34b4"
"74987",1003,"Cldn34d"
"21372",2302,"Tbl1x"
"628893",639,"Cldn34-ps"
"19108",3216,"Prkx"
"54192",782,"Pbsn"
"628923",800,"Gm14744"
"71351",798,"5430402E10Rik"
"18249",757,"Obp1a"
"546335",775,"Gm5938"
"628991",516,"Obp1b"
"236874",759,"Gm14743"
"74910",1297,"4930480E11Rik"
"546336",3965,"Prrg1"
"70864",1648,"Fam47c"
"667736",1390,NA
"100041373",2097,NA
"636104",2832,"Cfap47"
"71967",1946,"Mageb16"
"192216",4082,"Tmem47"
"245492",2645,"Srsf19"
"13405",13852,"Dmd"
"100502723",1074,"Tsga8"
"71996",840,"Fthl17a"
"66724",6364,"Tab3"
"14933",4427,"Gk"
"100041562",1771,"Gm14762"
"71398",3835,"Tasl"
"73495",1048,"Samt3"
"11614",1794,"Nr0b1"
"434903",2401,"Mageb4"
"245502",531,"Gm41"
"331461",2739,"Il1rapl1"
"245506",2400,"Ppp4r3c-ps"
"100499530",80,"Mir1906-2"
"18630",4182,"Dcaf8l"
"245509",3093,"Ppp4r3c2"
"245511",2618,"Ppp4r3c1"
"212952",993,"Mageb11"
"17146",993,"Mageb2"
"278167",1035,"Mageb6b1"
"667988",1035,"Mageb6b2"
"73487",495,"1700084M14Rik"
"236891",1083,NA
"629542",1360,"Mageb5b"
"74271",1251,"Mageb5"
"278087",1035,"Gm5071"
"17145",1143,"Mageb1"
"215641",2160,"Mageb18"
"668061",321,NA
"546347",560,"Gm5941"
"100042663",502,"1700003E24Rik"
"69357",577,"BC061195"
"11878",2731,"Arx"
"18968",5347,"Pola1"
"236899",5229,"Pcyt1b"
"236900",2000,"Pdk3"
"385493",3000,"AU015836"
"629591",438,"Gm6987"
"22764",7002,"Zfx"
"26905",3587,"Eif2s3x"
"236904",5256,"Klhl15"
"631145",1140,"Fam90a1b"
"68316",1262,"Apoo"
"100503393",3089,"Gm14827"
"94275",2752,"Maged1"
"14853",2494,"Gspt2"
"668166",5623,"Zxdb"
"631331",2194,NA
"668171",7005,"Zxda"
"270624",4176,"Spin4"
"236915",5012,"Arhgef9"
"72345",8469,"Amer1"
"70392",1260,"Asb12"
"245522",2144,"Zc4h2"
"547176",3365,"Zc3h12b"
"76386",499,"1700010D01Rik"
"76130",2598,"Las1l"
"100503437",1323,"Gm19691"
"17698",3840,"Msn"
"100503808",354,"Gm14925"
"100038363",2777,"Mir223hg"
"723814",110,"Mir223"
"278180",1432,"Vsig4"
"245525",1972,"Hsf3"
"15203",5934,"Heph"
"76206",3194,"Gpr165"
"668236",559,"Gm9059"
"245526",5379,"Pgr15l"
"245527",5819,"Eda2r"
"11835",2999,"Ar"
"94190",3932,"Ophn1"
"77929",5195,"Yipf6"
"236920",4963,"Stard8"
"13641",3258,"Efnb1"
"100038584",1794,"Gm14812"
"18744",2700,"Pja1"
"100042947",294,NA
"620592",1416,"Nalf2"
"13607",5111,"Eda"
"751534",89,"Mir676"
"245532",1594,"Awat2"
"408193",873,"Otud6a"
"18518",1518,"Igbp1"
"668257",1607,"Dgat2l6"
"245533",1395,"Awat1"
"57385",4434,"P2ry4"
"170735",1359,"Arr3"
"72621",1015,"Pdzd11"
"16571",4712,"Kif4"
"71584",2595,"Gdpd2"
"53310",5636,"Dlg3"
"83558",3594,"Tex11"
"11989",2371,"Slc7a3"
"55988",2937,"Snx12"
"54601",3162,"Foxo4"
"245536",747,"Gm614"
"16186",1612,"Il2rg"
"100503548",463,"Gm19763"
"59024",8447,"Med12"
"245537",3883,"Nlgn3"
"14618",1497,"Gjb1"
"56364",6051,"Zmym3"
"53610",2468,"Nono"
"26549",1293,"Itgb1bp2"
"270627",8060,"Taf1"
"108155",5384,"Ogt"
"12766",1608,"Cxcr3"
"212753",1556,NA
"382231",2061,"8030474K03Rik"
"100042480",12971,"Nhsl2"
"331474",4766,"Rtl5"
"69713",475,"Pin4"
"236930",4198,"Ercc6l"
"100503934",560,NA
"20102",885,"Rps4x"
"12705",975,"Cited1"
"434825",1758,"Gm14858"
"70315",1724,"Hdac8"
"18679",6115,"Phka1"
"668339",457,"Fam236f"
"632708",1184,"Dmrtc1b"
"100504003",687,"Gm14839"
"668349",1017,NA
"382233",890,"Gm5166"
"71083",1611,"Dmrtc1c1"
"668357",1611,"Dmrtc1c2"
"73300",1360,"1700031F05Rik"
"70887",1382,"Dmrtc1a"
"75443",420,"Fam236e"
"69388",399,"Fam236c"
"331480",2177,"Gm5126"
"668382",915,"Pabpc1l2b"
"17954",2606,"Nap1l2"
"668217",448,"Gm9050"
"75106",1166,"4930519F16Rik"
"12592",1595,"Cdx4"
"12212",7401,"Chic1"
"22127",815,"Tsx"
"22097",4306,"Tsix"
"213742",17918,"Xist"
"70252",3784,"Jpx"
"676246",607,"Gm9670"
"668415",2200,"Gm53177"
"78878",7491,"Ftx"
"100124494",76,"Mir421"
"751546",95,"Mir374b"
"100526513",49,"Mir374c"
"75064",1079,"Zcchc13"
"20502",4157,"Slc16a2"
"621381",629,"Gm6222"
"19820",7435,"Rlim"
"245555",10891,"Nexmif"
"751535",100,"Mir672"
"11306",5759,"Abcb7"
"621542",465,NA
"331487",1112,"Uprt"
"108672",5509,"Zdhhc15"
"76643",561,"1700121L16Rik"
"272790",2316,"Magee2"
"71445",3732,"5530601H04Rik"
"100503212",3202,"LOC100503212"
"67683",2619,"Pbdc1"
"107528",3517,"Magee1"
"279610",1128,"E530001F21Rik"
"723861",88,"Mir384"
"100043213",3449,"5330434G04Rik"
"723929",98,"Mir325"
"245566",697,"Cypt2"
"80903",3040,"Fgf16"
"22589",10244,"Atrx"
"67075",4524,"Magt1"
"66142",1001,"Cox7b"
"11977",8146,"Atp7a"
"279572",4014,"Tlr13"
"18655",1801,"Pgk1"
"407786",2665,"Taf9b"
"331491",3658,"Fnd3c2"
"333564",4814,"Fndc3c1"
"58861",2754,"Cysltr1"
"331493",1809,"Gm5127"
"213436",2947,"Rtl3"
"78134",4237,"Lpar4"
"78826",2827,"P2ry10"
"213438",3390,"P2ry10b"
"213439",5384,"Gpr174"
"16431",1632,"Itm2a"
"71011",1219,"4933401B06Rik"
"245572",5264,"Tbx22"
"67028",5842,"Chmp1b2"
"213449",3004,"Tent5d"
"213450",1661,"Wmp"
"213454",693,"Gm378"
"382236",6434,"Brwd3"
"69964",1005,"2810403D21Rik"
"70550",812,"5730416F02Rik"
"50887",1907,"Hmgn5"
"56726",2836,"Sh3bgrl"
"622976",2801,"Gm6377"
"634340",2404,"Gm7134"
"18994",1086,"Pou3f4"
"67407",1963,"Cylc1"
"67071",4314,"Rps6ka6"
"664791",2621,"Gm7340"
"245596",4261,"Hdx"
"246155",1188,"L1Md-Gf21"
"83556",3972,"Tex16"
"71030",1520,NA
"68117",960,"Apool"
"73809",2412,"Satl1"
"67715",1287,"2010106E10Rik"
"245595",4330,"Zfp711"
"69693",3890,"Pof1b"
"12662",4867,"Chm"
"723850",70,"Mir361"
"93837",7018,"Dach2"
"237010",3266,"Klhl4"
"546361",330,"Gm5942"
"237009",743,"Ube2dnl1"
"75097",743,"Ube2dnl2"
"664969",348,"Gm7429"
"382239",1596,"Cpxcr1"
"624153",348,"H2ab2"
"100039319",348,"H2ab1"
"100039551",1032,"Tgif2lx2"
"245583",1022,"Tgif2lx1"
"93728",2434,"Pabpc5"
"245578",4480,"Pcdh11x"
"624957",348,"H2ab3"
"54561",2826,"Nap1l3"
"73061",920,"Cldn34c1"
"100151772",1497,"Srsx"
"100039763",687,"Cldn34c6"
"625591",725,"Cldn34c2"
"382265",687,"Cldn34c3"
"546368",725,"Cldn34c5"
"100038941",3062,"Vmn2r121"
"100503089",1656,NA
"434843",399,"Rps12-ps11"
"100503369",5934,"Gm17584"
"665463",505,"Rps12-ps12"
"100503425",1524,"Gm17469"
"100038969",399,"Rps12-ps18"
"100504560",3705,NA
"665522",399,"Rps12-ps15"
"100504511",1656,"Gm29349"
"100862269",1656,NA
"100862223",399,"Gm21571"
"100862282",1524,"Gm21616"
"100504579",1656,NA
"665579",399,"Rps12-ps13"
"100504606",1524,"Gm17693"
"665611",505,"Rps12-ps14"
"100502659",1656,"Gm17522"
"626048",399,"Rps12-ps16"
"100502716",1815,"Gm17267"
"100040410",694,"Gm14957"
"237029",3634,"Dmtf1l"
"211208",4070,"Gm382"
"245598",1606,"4921511C20Rik"
"73934",759,"Cldn34c4"
"237030",1614,"Gm4916"
"75274",585,"4930558G05Rik"
"54004",8442,"Diaph2"
"245600",2494,"Gm4994"
"279653",10295,"Pcdh19"
"64103",1325,"Tnmd"
"56496",1763,"Tspan6"
"68792",2938,"Srpx2"
"27359",3724,"Sytl4"
"108062",4352,"Cstf2"
"100526514",82,"Mir3112"
"237038",1692,"Nox1"
"331524",2874,"Xkrx"
"74448",1742,"Arl13a"
"215201",3638,"Trmt2b"
"67564",1918,"Tmem35a"
"102920",3148,"Cenpi"
"13497",6983,"Drp2"
"74469",1935,"Taf7l"
"30058",1183,"Timm8a1"
"100504630",538,NA
"12229",2535,"Btk"
"19982",489,"Rpl36a"
"11605",3032,"Gla"
"56258",2364,"Hnrnph2"
"77983",979,"B230119M05Rik"
"100503043",9014,"Armcx4"
"78248",2470,"Armcx1"
"100038691",1413,"Gm10344"
"278097",2034,"Armcx6"
"71703",3385,"Armcx3"
"67416",3778,"Armcx2"
"83454",2372,"Nxf2"
"215693",3504,"Zmat1"
"320606",5248,"3632454L22Rik"
"100040635",3698,"Pramel3d"
"66104",1115,"Tceal6"
"621322",1458,"Pramex2"
"83565",3673,"Pramel3a"
"331529",3836,"Pramel3c"
"666040",3836,"Pramel3b"
"331531",3698,"Pramel3e"
"170722",1863,"Nxf7"
"75829",2267,"Pramex1"
"71841",1776,"Tcp11x2"
"78478",299,"Tmsb15a"
"67298",5959,"Gprasp1"
"494468",2826,"Armcx5"
"100316820",104,"Mir1970"
"245607",3818,"Gprasp2"
"70237",2825,"Bhlhb9"
"76976",1540,"Arxes2"
"76219",1580,"Arxes1"
"12069",902,"Bex2"
"245610",2978,"Nxf3"
"70491",1382,"5730412P04Rik"
"406217",784,"Bex4"
"66684",2358,"Tceal8"
"331532",1016,"Tceal5"
"19716",866,"Bex1"
"100040972",971,"Tceal7"
"22381",1018,"Tceal9"
"12070",938,"Bex3"
"245615",1734,"Kir3dl2"
"245616",1557,"Kir3dl1"
"594844",1115,"Tceal3"
"237052",1110,"Tceal1"
"56397",2486,"Morf4l2"
"436230",3229,"BC065397"
"14657",1411,"Glra4"
"18823",2544,"Plp1"
"319642",3761,"Rab9b"
"100862124",426,"Gm15026"
"69389",1049,"H2bw2"
"399591",821,"Tmsb15l"
"100034363",681,"Tmsb15b2"
"666244",439,"Tmsb15b1"
"67062",3258,"Slc25a53"
"66995",3327,"Zcchc18"
"245622",8299,"Fam199x"
"13984",1600,"Esx1"
"60367",2505,"Il1rapl2"
"632883",207,NA
"67944",1317,"Tex13a"
"27206",6604,"Nrk"
"331535",2359,"Serpina7"
"75125",802,"4930513O06Rik"
"71248",1026,"4933428M09Rik"
"245631",4810,"Pwwp3b"
"78526",4041,"Platr21"
"22037",1174,"Trap1a"
"102871",3738,"Radx"
"66889",3294,"Rnf128"
"245638",5907,"Tbc1d8b"
"622473",679,"Ripply1"
"12738",3064,"Cldn2"
"75746",4409,"Morc4"
"237073",6687,"Rbm41"
"279706",1128,"Nup62cl"
"331537",1509,"Dnaaf6"
"100499512",65,"Mir3475"
"245643",3141,"Frmpd3"
"19139",1975,"Prps1"
"14605",2489,"Tsc22d3"
"23947",5916,"Mid2"
"286951",1416,"Eif2c5l"
"83555",2116,"Tex13b"
"78789",2768,"Vsig1"
"53380",1456,"Psmd10"
"666468",2141,"Atg4a"
"94216",6648,"Col4a6"
"12830",6503,"Col4a5"
"16370",6248,"Irs4"
"245650",9998,"Gucy2f"
"237082",2545,"Nxt2"
"434858",1733,"Gm5643"
"66240",1446,"Kcne5"
"50790",5280,"Acsl4"
"100039086",486,"Gm15032"
"209497",6599,"Tmem164"
"723976",98,"Mir652"
"56068",3109,"Ammecr1"
"209540",4133,"Rtl9"
"83453",6771,"Chrdl1"
"18481",8897,"Pak3"
"12338",3554,"Capn6"
"13193",9155,"Dcx"
"319764",4707,"Sertm2"
"100503205",156,NA
"751551",110,"Mir680-2"
"67574",5407,"Alg13"
"22067",4158,"Trpc5"
"100503240",3581,"Trpc5os"
"100039436",3482,"Mageb16-ps1"
"619287",3634,"Rtl4"
"237091",1774,"Lhfpl1"
"27494",6365,"Amot"
"15560",4750,"Htr2c"
"100303736",119,"Snora35"
"791081",108,"Mir764"
"100526529",87,"Mir1912"
"100526460",86,"Mir1264"
"100526462",98,"Mir1298"
"723914",112,"Mir448"
"16165",1536,"Il13ra2"
"210297",3616,"Lrch2"
"434863",1551,"Gm15128"
"666184",2029,"Gm15080"
"434864",2028,"Gm15107"
"100039545",1947,"Gm15109"
"100034729",1974,"Gm15114"
"434866",1972,"Gm15127"
"434865",2025,"Luzp4"
"18422",2028,"Ott"
"100039890",2022,"Gm15093"
"100039934",2028,"Gm15085"
"382243",1803,"Gm10439"
"434869",1998,"Gm15097"
"382244",2026,"Gm15091"
"100504292",414,"Gm20153"
"546387",2712,"Gm5946"
"333588",414,"Gm15104"
"382245",2753,"Vcf2"
"100504335",879,"Gm20179"
"11656",1979,"Alas2"
"77622",1885,"Apex2"
"18639",1721,"Pfkfb1"
"56191",6611,"Tro"
"80884",2214,"Maged2"
"634882",3966,"Itih6"
"237107",4877,"Gnl3l"
"14163",3516,"Fgd1"
"69499",3805,"Tsr2"
"279561",10213,"Wnk3"
"331547",3290,"A230072E10Rik"
"207375",7709,"Fam120c"
"320595",6891,"Phf8"
"59026",14624,"Huwe1"
"387253",83,"Mirlet7f-2"
"723947",108,"Mir98"
"15108",911,"Hsd17b10"
"66611",1506,"Ribc1"
"24061",3970,"Smc1a"
"100046078",207,"Gm15266"
"245666",6199,"Iqsec2"
"20591",6267,"Kdm5c"
"72997",4254,"Kantr"
"52808",2758,"Tspyl2"
"70771",3214,"Gpr173"
"75693",1150,"3010001F23Rik"
"635396",636,"Cldn34a"
"110380",7494,"Shroom2"
"18241",1651,"Gpr143"
"100504521",881,NA
"635253",2249,"Usp51"
"75625",1398,"Mageh1"
"319781",4414,"9530051G07Rik"
"385454",567,"Gm5396"
"436240",3208,"Foxr2"
"245670",2281,"Rragb"
"245671",4457,"Klf8"
"54609",3331,"Ubqln2"
"69361",666,"Cypt3"
"207474",4795,"Kctd12b"
"70123",856,"Nbdy"
"278240",1306,"Spin2c"
"78092",984,"Samt1"
"667256",984,"Samt1b"
"625650",986,"Samt1c"
"100040020",831,"Gm15143"
"546397",714,"Gm5947"
"625713",984,"Samt1d"
"434874",714,"Gm5645"
"635580",971,"Gm16445"
"75071",919,"Samt2b"
"434879",831,"Gm5646"
"75185",963,"Samt4"
"434881",893,"Samt2"
"100040899",811,"Gm15142"
"667331",1816,"Gm8577"
"100040937",1081,"Cldn34b1"
"17142",1201,"Magea6"
"17139",1107,"Magea3"
"17144",1646,"Magea8"
"17138",1685,"Magea2"
"17141",1563,"Magea5"
"17137",1272,"Magea1"
"73347",1056,"Cldn34b2"
"245676",360,"Gm4997"
"20229",1116,"Sat1"
"56360",1548,"Acot9"
"53381",975,"Prdx4"
"211612",6489,"Ptchd1"
"74941",635,"4930503H13Rik"
"18675",6265,"Phex"
"20603",3377,"Sms"
"625253",1061,"Gm6568"
"270669",4799,"Mbtps2"
"100073351",2867,"Yy2"
"66106",1129,"Smpx"
"245683",1935,"Klhl34"
"245684",5417,"Cnksr2"
"110651",2223,"Rps6ka3"
"66235",926,"Eif1ax"
"78283",3854,"Map7d2"
"382252",3366,"Bclaf3"
"58194",5316,"Sh3kbp1"
"270672",4348,"Map3k15"
"18597",2761,"Pdha1"
"237175",4717,"Adgrg2"
"110094",5252,"Phka2"
"237178",2483,"Ppef1"
"20147",5840,"Rs1"
"382253",3246,"Cdkl5"
"414089",2017,"Gja6"
"107815",4847,"Scml2"
"24004",2508,"Rai2"
"195727",5830,"Nhs"
"194590",7630,"Reps2"
"245688",2272,"Rbbp7"
"353170",3807,"Txlng"
"67043",2316,"Syap1"
"100499528",78,"Mir3473a"
"55936",5835,"Ctps2"
"12309",480,"S100g"
"14829",2493,"Grpr"
"74264",1190,"Rnf138rt1"
"108012",3184,"Ap1s2"
"22184",5996,"Zrsr2"
"56078",3449,"Car5b"
"20438",1713,"Siah1b"
"57394",1262,"Cltrn"
"70008",3645,"Ace2"
"12169",3005,"Bmx"
"69656",1601,"Pir"
"14205",1876,"Vegfd"
"18700",3593,"Piga"
"68854",1262,"Asb11"
"69299",1128,"Asb9"
"76763",2015,"Mospd2"
"237211",2956,"Fancb"
"237213",2738,"Glra2"
"237221",1836,"Gemin8"
"14758",5142,"Gpm6b"
"237222",4453,"Ofd1"
"66226",765,"Trappc2"
"56382",1448,"Rab9"
"245695",4050,"Tceanc"
"54156",2700,"Egfl6"
"382255",1503,"Gm1720"
"667794",570,"Gm8817"
"100503034",3440,"Gm15228"
"100503054",621,NA
"19241",670,"Tmsb4x"
"170744",3158,"Tlr8"
"170743",3746,"Tlr7"
"110639",3638,"Prps2"
"627311",543,"Gm6744"
"333605",8609,"Frmpd4"
"17692",2320,"Msl3"
"11856",5748,"Arhgap6"
"11704",967,"Amelx"
"15159",2383,"Hccs"
"237246",1016,NA
"17318",4100,"Mid1"
"66747",1230,"Capza1b"
"654820",2380,"G530011O06Rik"
"100861696",250,NA
"100862004",877,NA
"107626",1191,"Asmt"
"20955",2534,"Vamp7"
"236576",4385,"Spry3"
"192289",2255,"Tmlhe"
"100862337",1064,"LOC100862337"
"331360",1277,"Zfp24-ps"
"100862032",768,NA
"100862038",633,NA
"100862051",759,NA
"22767",2785,"Zfy1"
"22202",3981,"Uba1y"
"20592",5471,"Kdm5d"
"26908",1767,"Eif2s3y"
"22109",321,"Tspy-ps"
"22290",5228,"Uty"
"26900",4640,"Ddx3y"
"107868",8094,"Usp9y"
"22768",2816,"Zfy2"
"547210",336,"H2al2c"
"21674",1188,"Sry"
"100042840",336,"H2al2b"
"100042849",1202,"Rbmyf1"
"19657",1731,"Rbmy"
"100042874",1202,"Rbmyf2"
"100042881",1360,"Rbmyf3"
"100862365",1143,"Rbmyf5"
"100861683",978,"Gm21133"
"100862383",1143,"Rbmyf6"
"100862394",1573,"Rbmyf7"
"100862398",1703,"Rbmyf8"
"100041505",1563,"Rbmyf9"
"100861598",1975,"Gm21064"
"100042435",684,NA
"100042401",684,NA
"100041362",699,"Gm20873"
"100040196",684,NA
"100861820",1579,NA
"100040160",758,"Gm20826"
"100040083",684,NA
"100040054",709,NA
"100039753",1796,"Gm20815"
"100861879",1563,"Gm21292"
"100039914",684,"Gm20821"
"100861888",684,NA
"100861899",699,"Gm21310"
"100040263",684,NA
"382131",814,"Gm20737"
"665687",699,"Gm20777"
"100040187",687,"Gm20828"
"100039693",684,NA
"100861987",1719,"Gm21379"
"100503772",851,NA
"100039595",699,"Gm20807"
"100862042",699,"Gm21425"
"100862059",1342,"Gm21440"
